dir,date,result,note
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co0.5-phase45,2023-6-29-13:26:17,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co1.5-phase45,2023-6-29-13:26:30,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co0.5-phase90,2023-6-29-13:30:10,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co0.5-phase120,2023-6-29-13:30:55,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co1.5-phase90,2023-6-29-13:30:45,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co0.5-phase140,2023-6-29-13:32:58,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co1.5-phase140,2023-6-29-13:33:16,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Saturn-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.8-mass0.3-mh10-co1.5-phase120,2023-6-29-13:32:55,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar5000-Rstar0.8-Teq62-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase45,2023-6-29-15:11:33,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar5000-Rstar0.8-Teq62-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase90,2023-6-29-15:14:34,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar5000-Rstar0.8-Teq62-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase120,2023-6-29-15:16:32,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar5000-Rstar0.8-Teq62-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase140,2023-6-29-15:17:5,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase0,2023-6-29-16:16:1,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar5000-Rstar0.8-Teq62-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase45,2023-6-29-16:16:55,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
